TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4615;5119;05;A;  46;220925; 7;s;18;  444;s;  713;s;    8;s;    3;s;  423;s;  388;s;   29;s;    6;s;    7;s;    4;s;    0;s;    4;s;    4;s;    6;s;  680;s;  618;s;   48;s;   14;s;   18;s;    0;s;    3;s;    0;s;    0;s;   12;s
4615;5119;05;A;  46;220925; 7;s;19;  395;s;  604;s;    3;s;    4;s;  384;s;  359;s;   19;s;    6;s;    6;s;    2;s;    1;s;    0;s;    0;s;    2;s;  566;s;  520;s;   37;s;    9;s;   14;s;    1;s;    1;s;    2;s;    1;s;   20;s
4615;5119;05;A;  46;220925; 7;s;20;  354;s;  400;s;    3;s;    7;s;  343;s;  314;s;   27;s;    2;s;    5;s;    0;s;    3;s;    0;s;    0;s;    3;s;  378;s;  348;s;   27;s;    3;s;    6;s;    4;s;    3;s;    0;s;    0;s;    9;s
4615;5119;05;A;  46;220925; 7;s;21;  312;s;  283;s;    6;s;    2;s;  301;s;  281;s;   19;s;    1;s;    3;s;    0;s;    6;s;    0;s;    0;s;    2;s;  269;s;  248;s;   17;s;    4;s;    7;s;    1;s;    1;s;    0;s;    0;s;    5;s
4615;5119;05;A;  46;220925; 7;s;22;  217;s;  177;s;    1;s;    7;s;  213;s;  204;s;    8;s;    1;s;    2;s;    0;s;    0;s;    1;s;    1;s;    1;s;  168;s;  160;s;    8;s;    0;s;    2;s;    0;s;    7;s;    0;s;    0;s;    0;s
4615;5119;05;A;  46;220925; 7;s;23;  118;s;  111;s;   10;s;   13;s;  108;s;  103;s;    5;s;    0;s;    0;s;    0;s;    3;s;    7;s;    5;s;    0;s;   96;s;   91;s;    5;s;    0;s;    2;s;    3;s;    4;s;    6;s;    3;s;    0;s
4615;5119;05;A;  46;220925; 7;s;24;   68;s;   44;s;   13;s;    4;s;   54;s;   48;s;    6;s;    0;s;    1;s;    0;s;    4;s;    9;s;    9;s;    0;s;   39;s;   36;s;    3;s;    0;s;    0;s;    0;s;    0;s;    4;s;    2;s;    1;s
4615;5119;05;A;  46;220926; 1;w;01;   34;s;   20;s;    6;s;    7;s;   28;s;   26;s;    2;s;    0;s;    0;s;    0;s;    2;s;    4;s;    2;s;    0;s;   13;s;   13;s;    0;s;    0;s;    0;s;    0;s;    0;s;    7;s;    5;s;    0;s
4615;5119;05;A;  46;220926; 1;w;02;   29;s;   22;s;    6;s;    7;s;   22;s;   21;s;    1;s;    0;s;    1;s;    0;s;    1;s;    5;s;    5;s;    0;s;   15;s;   15;s;    0;s;    0;s;    0;s;    0;s;    3;s;    4;s;    3;s;    0;s
4615;5119;05;A;  46;220926; 1;w;03;   19;s;   15;s;    9;s;    8;s;   10;s;   10;s;    0;s;    0;s;    0;s;    0;s;    1;s;    8;s;    7;s;    0;s;    7;s;    5;s;    2;s;    0;s;    0;s;    0;s;    0;s;    8;s;    6;s;    0;s
4615;5119;05;A;  46;220926; 1;w;04;   32;s;   28;s;   20;s;   13;s;   12;s;   10;s;    2;s;    0;s;    0;s;    0;s;    2;s;   18;s;   16;s;    0;s;   15;s;   13;s;    2;s;    0;s;    0;s;    3;s;    1;s;    9;s;    5;s;    0;s
4615;5119;05;A;  46;220926; 1;w;05;   74;s;   93;s;   34;s;   42;s;   40;s;   35;s;    5;s;    0;s;    0;s;    2;s;    5;s;   27;s;   23;s;    0;s;   50;s;   45;s;    5;s;    0;s;    1;s;    4;s;    5;s;   33;s;   22;s;    0;s
4615;5119;05;A;  46;220926; 1;w;06;  283;s;  321;s;   70;s;   72;s;  207;s;  189;s;   15;s;    3;s;    1;s;    0;s;   14;s;   56;s;   40;s;    5;s;  240;s;  220;s;   20;s;    0;s;    3;s;    3;s;    8;s;   61;s;   50;s;    6;s
4615;5119;05;A;  46;220926; 1;w;07;  537;s;  636;s;  100;s;   78;s;  425;s;  355;s;   70;s;    0;s;    5;s;    4;s;   18;s;   78;s;   62;s;    7;s;  534;s;  463;s;   69;s;    2;s;   10;s;    6;s;   22;s;   50;s;   37;s;   14;s
4615;5119;05;A;  46;220926; 1;w;08;  866;s;  919;s;  115;s;   98;s;  715;s;  611;s;  104;s;    0;s;   16;s;    8;s;   29;s;   78;s;   60;s;   20;s;  789;s;  701;s;   85;s;    3;s;   17;s;    8;s;   28;s;   62;s;   49;s;   15;s
4615;5119;05;A;  46;220926; 1;w;09;  644;s;  592;s;  119;s;   88;s;  504;s;  426;s;   73;s;    5;s;   17;s;    5;s;   30;s;   84;s;   66;s;    4;s;  471;s;  411;s;   60;s;    0;s;   17;s;    8;s;   17;s;   63;s;   51;s;   16;s
4615;5119;05;A;  46;220926; 1;w;10;  563;s;  550;s;  124;s;   94;s;  421;s;  369;s;   48;s;    4;s;    7;s;   10;s;   29;s;   85;s;   69;s;   11;s;  431;s;  379;s;   46;s;    6;s;   13;s;    6;s;   20;s;   68;s;   50;s;   12;s
4615;5119;05;A;  46;220926; 1;w;11;  505;s;  655;s;  114;s;  101;s;  380;s;  339;s;   41;s;    0;s;    7;s;    5;s;   29;s;   80;s;   60;s;    4;s;  511;s;  451;s;   55;s;    5;s;   22;s;   11;s;   29;s;   61;s;   47;s;   21;s
4615;5119;05;A;  46;220926; 1;w;12;  556;s;  655;s;   91;s;  102;s;  442;s;  396;s;   45;s;    1;s;   10;s;    3;s;   21;s;   67;s;   50;s;   13;s;  520;s;  450;s;   61;s;    9;s;   16;s;   11;s;   29;s;   62;s;   49;s;   17;s
4615;5119;05;A;  46;220926; 1;w;13;  622;s;  562;s;   98;s;  109;s;  497;s;  449;s;   43;s;    5;s;   18;s;    4;s;   16;s;   78;s;   59;s;    9;s;  433;s;  378;s;   53;s;    2;s;   12;s;    8;s;   23;s;   78;s;   61;s;    8;s
4615;5119;05;A;  46;220926; 1;w;14;  643;s;  596;s;  100;s;  106;s;  521;s;  469;s;   47;s;    5;s;   12;s;    4;s;   19;s;   77;s;   56;s;   10;s;  459;s;  414;s;   43;s;    2;s;   16;s;    6;s;   31;s;   69;s;   56;s;   15;s
4615;5119;05;A;  46;220926; 1;w;15;  722;-;  671;s;   95;-;  104;s;  593;-;  528;-;   62;-;    3;-;   10;-;    1;-;   21;-;   73;-;   56;-;   24;-;  538;s;  473;s;   63;s;    2;s;   15;s;    7;s;   23;s;   74;s;   53;s;   14;s
4615;5119;05;A;  46;220926; 1;w;16;  748;-;  675;s;   95;-;   91;s;  627;-;  572;-;   54;-;    1;-;   14;-;    5;-;   13;-;   77;-;   66;-;   12;-;  545;s;  469;s;   70;s;    6;s;   17;s;    8;s;   17;s;   66;s;   51;s;   22;s
4615;5119;05;A;  46;220926; 1;w;17;  772;-;  712;s;   61;-;   64;s;  689;-;  626;-;   62;-;    1;-;    8;-;    4;-;   10;-;   47;-;   33;-;   14;-;  611;s;  550;s;   59;s;    2;s;   12;s;    4;s;   16;s;   44;s;   30;s;   25;s
4615;5119;05;A;  46;220926; 1;w;18;  590;-;  570;s;   48;-;   54;s;  527;-;  485;-;   42;-;    0;-;    7;-;    5;-;    7;-;   36;-;   28;-;    8;-;  495;s;  444;s;   47;s;    4;s;    9;s;    7;s;    8;s;   39;s;   31;s;   12;s
4615;5119;05;A;  46;220926; 1;w;19;  423;-;  369;s;   39;-;   48;s;  378;-;  349;-;   29;-;    0;-;    4;-;    2;-;    7;-;   30;-;   28;-;    2;-;  305;s;  277;s;   24;s;    4;s;    7;s;    3;s;    5;s;   40;s;   30;s;    9;s
4615;5119;05;A;  46;220926; 1;w;20;  237;-;  245;s;   18;-;   19;s;  212;-;  194;-;   18;-;    0;-;    6;-;    0;-;    6;-;   12;-;   10;-;    1;-;  218;s;  198;s;   20;s;    0;s;    5;s;    1;s;    4;s;   14;s;   11;s;    3;s
4615;5119;05;A;  46;220926; 1;w;21;  174;-;  137;s;   17;-;   13;s;  154;-;  144;-;   10;-;    0;-;    3;-;    2;-;    3;-;   12;-;   10;-;    0;-;  120;s;  109;s;    9;s;    2;s;    3;s;    1;s;    2;s;   10;s;    7;s;    1;s
4615;5119;05;A;  46;220926; 1;w;22;  149;-;  109;s;   11;-;   17;s;  135;-;  130;-;    5;-;    0;-;    1;-;    1;-;    1;-;    9;-;    8;-;    2;-;   90;s;   84;s;    5;s;    1;s;    1;s;    3;s;    6;s;    8;s;    5;s;    1;s
4615;5119;05;A;  46;220926; 1;w;23;   96;-;   99;s;   11;-;   13;s;   83;-;   73;-;   10;-;    0;-;    2;-;    0;-;    1;-;   10;-;    7;-;    0;-;   83;s;   76;s;    7;s;    0;s;    2;s;    2;s;    3;s;    8;s;    6;s;    1;s
4615;5119;05;A;  46;220926; 1;w;24;   61;-;   34;s;    8;-;    7;s;   53;-;   50;-;    3;-;    0;-;    0;-;    1;-;    2;-;    5;-;    4;-;    0;-;   26;s;   24;s;    2;s;    0;s;    1;s;    0;s;    2;s;    5;s;    5;s;    0;s
4615;5119;05;A;  46;220927; 2;w;01;   21;s;   18;s;    4;s;    4;s;   17;s;   15;s;    2;s;    0;s;    0;s;    0;s;    1;s;    3;s;    3;s;    0;s;   14;s;   12;s;    2;s;    0;s;    0;s;    0;s;    0;s;    4;s;    3;s;    0;s
4615;5119;05;A;  46;220927; 2;w;02;   24;s;   18;s;    6;s;    7;s;   18;s;   16;s;    2;s;    0;s;    0;s;    0;s;    1;s;    5;s;    4;s;    0;s;   11;s;   10;s;    1;s;    0;s;    0;s;    0;s;    2;s;    5;s;    5;s;    0;s
4615;5119;05;A;  46;220927; 2;w;03;   23;s;   15;s;   12;s;    7;s;   11;s;    8;s;    3;s;    0;s;    0;s;    0;s;    2;s;   10;s;   10;s;    0;s;    8;s;    7;s;    1;s;    0;s;    0;s;    0;s;    1;s;    6;s;    6;s;    0;s
4615;5119;05;A;  46;220927; 2;w;04;   28;s;   34;s;   18;s;   19;s;   10;s;    7;s;    3;s;    0;s;    0;s;    2;s;    4;s;   12;s;   10;s;    0;s;   15;s;   12;s;    3;s;    0;s;    0;s;    2;s;    2;s;   15;s;    9;s;    0;s
4615;5119;05;A;  46;220927; 2;w;05;   55;s;   83;s;   24;s;   46;s;   29;s;   26;s;    3;s;    0;s;    2;s;    2;s;    5;s;   17;s;   15;s;    0;s;   35;s;   31;s;    4;s;    0;s;    1;s;    3;s;   11;s;   32;s;   27;s;    1;s
4615;5119;05;A;  46;220927; 2;w;06;  237;s;  267;s;   56;s;   63;s;  174;s;  163;s;   11;s;    0;s;    5;s;    0;s;   10;s;   46;s;   34;s;    2;s;  199;s;  178;s;   19;s;    2;s;    3;s;    2;s;    9;s;   52;s;   38;s;    2;s
4615;5119;05;A;  46;220927; 2;w;07;  500;s;  604;s;   89;s;   70;s;  389;s;  332;s;   57;s;    0;s;    9;s;    3;s;   23;s;   63;s;   45;s;   13;s;  517;s;  453;s;   61;s;    3;s;    8;s;    5;s;   17;s;   48;s;   36;s;    9;s
4615;5119;05;A;  46;220927; 2;w;08;  796;s;  847;s;  109;s;   82;s;  652;s;  588;s;   60;s;    4;s;   15;s;    9;s;   34;s;   66;s;   47;s;   20;s;  729;s;  653;s;   74;s;    2;s;   11;s;    4;s;   19;s;   59;s;   46;s;   25;s
4615;5119;05;A;  46;220927; 2;w;09;  577;s;  594;s;  115;s;  104;s;  434;s;  370;s;   62;s;    2;s;   17;s;    6;s;   39;s;   70;s;   56;s;   11;s;  455;s;  392;s;   61;s;    2;s;   24;s;   10;s;   24;s;   70;s;   55;s;   11;s
4615;5119;05;A;  46;220927; 2;w;10;  549;s;  536;s;  109;s;  107;s;  425;s;  363;s;   58;s;    4;s;    7;s;    5;s;   20;s;   84;s;   61;s;    8;s;  405;s;  347;s;   54;s;    4;s;   21;s;   12;s;   24;s;   71;s;   52;s;    3;s
4615;5119;05;A;  46;220927; 2;w;11;  468;s;  549;s;  109;s;  130;s;  340;s;  300;s;   39;s;    1;s;    7;s;    8;s;   30;s;   71;s;   54;s;   12;s;  398;s;  349;s;   45;s;    4;s;   11;s;   14;s;   29;s;   87;s;   68;s;   10;s
4615;5119;05;A;  46;220927; 2;w;12;  504;s;  563;s;  113;s;  134;s;  378;s;  338;s;   38;s;    2;s;    7;s;    6;s;   28;s;   79;s;   57;s;    6;s;  403;s;  349;s;   53;s;    1;s;   15;s;   13;s;   39;s;   82;s;   65;s;   11;s
4615;5119;05;A;  46;220927; 2;w;13;  533;s;  534;s;  105;s;  120;s;  413;s;  361;s;   48;s;    4;s;    7;s;    4;s;   21;s;   80;s;   61;s;    8;s;  389;s;  334;s;   51;s;    4;s;   12;s;    5;s;   35;s;   80;s;   62;s;   13;s
4615;5119;05;A;  46;220927; 2;w;14;  568;s;  607;s;   98;s;  128;s;  451;s;  399;s;   48;s;    4;s;   10;s;    4;s;   17;s;   77;s;   64;s;    9;s;  453;s;  393;s;   54;s;    6;s;   14;s;    9;s;   28;s;   91;s;   71;s;   12;s
4615;5119;05;A;  46;220927; 2;w;15;  575;s;  676;s;   89;s;   96;s;  459;s;  413;s;   42;s;    4;s;   13;s;    6;s;   16;s;   67;s;   51;s;   14;s;  539;s;  462;s;   71;s;    6;s;   19;s;   13;s;   22;s;   61;s;   43;s;   22;s
4615;5119;05;A;  46;220927; 2;w;16;  649;s;  699;s;   95;s;   99;s;  527;s;  474;s;   50;s;    3;s;   12;s;    5;s;   16;s;   74;s;   53;s;   15;s;  568;s;  500;s;   61;s;    7;s;   17;s;    6;s;   20;s;   73;s;   57;s;   15;s
4615;5119;05;A;  46;220927; 2;w;17;  801;s;  739;s;   76;s;   64;s;  701;s;  631;s;   64;s;    6;s;   14;s;    0;s;   11;s;   65;s;   52;s;   10;s;  646;s;  579;s;   63;s;    4;s;   14;s;    6;s;   11;s;   47;s;   39;s;   15;s
4615;5119;05;A;  46;220927; 2;w;18;  694;s;  612;s;   48;s;   49;s;  619;s;  570;s;   46;s;    3;s;    7;s;    5;s;   10;s;   33;s;   28;s;   20;s;  541;s;  477;s;   53;s;   11;s;    8;s;    6;s;   11;s;   32;s;   25;s;   14;s
4615;5119;05;A;  46;220927; 2;w;19;  456;s;  347;s;   32;s;   37;s;  410;s;  372;s;   36;s;    2;s;    9;s;    2;s;    7;s;   23;s;   19;s;    5;s;  297;s;  274;s;   19;s;    4;s;    7;s;    4;s;    6;s;   27;s;   21;s;    6;s
4615;5119;05;A;  46;220927; 2;w;20;  308;s;  250;s;   27;s;   30;s;  272;s;  250;s;   22;s;    0;s;    7;s;    2;s;    5;s;   20;s;   14;s;    2;s;  214;s;  197;s;   14;s;    3;s;    4;s;    1;s;    9;s;   20;s;   17;s;    2;s
4615;5119;05;A;  46;220927; 2;w;21;  232;s;  169;s;   21;s;   30;s;  210;s;  192;s;   17;s;    1;s;    1;s;    0;s;    5;s;   16;s;   16;s;    0;s;  134;s;  126;s;    8;s;    0;s;    3;s;    4;s;    5;s;   21;s;   14;s;    2;s
4615;5119;05;A;  46;220927; 2;w;22;  183;s;  132;s;   11;s;   14;s;  169;s;  159;s;    8;s;    2;s;    2;s;    0;s;    1;s;   10;s;    7;s;    1;s;  113;s;  106;s;    7;s;    0;s;    3;s;    1;s;    2;s;   11;s;    9;s;    2;s
4615;5119;05;A;  46;220927; 2;w;23;  121;s;  105;s;    8;s;   20;s;  111;s;  101;s;    8;s;    2;s;    2;s;    0;s;    2;s;    6;s;    6;s;    0;s;   85;s;   78;s;    5;s;    2;s;    0;s;    1;s;    2;s;   17;s;   12;s;    0;s
4615;5119;05;A;  46;220927; 2;w;24;   60;s;   36;s;   14;s;    5;s;   44;s;   39;s;    3;s;    2;s;    0;s;    0;s;    4;s;   10;s;    5;s;    2;s;   31;s;   27;s;    4;s;    0;s;    0;s;    0;s;    0;s;    5;s;    3;s;    0;s
4615;5119;05;A;  46;220928; 3;w;01;   41;s;   29;s;    7;s;    9;s;   34;s;   30;s;    4;s;    0;s;    0;s;    0;s;    2;s;    5;s;    5;s;    0;s;   19;s;   17;s;    2;s;    0;s;    0;s;    1;s;    2;s;    6;s;    4;s;    1;s
4615;5119;05;A;  46;220928; 3;w;02;   21;s;   20;s;    8;s;    9;s;   13;s;   11;s;    2;s;    0;s;    0;s;    0;s;    1;s;    7;s;    5;s;    0;s;   11;s;    9;s;    2;s;    0;s;    0;s;    0;s;    2;s;    7;s;    7;s;    0;s
4615;5119;05;A;  46;220928; 3;w;03;   22;s;   21;s;   11;s;    9;s;   11;s;    8;s;    3;s;    0;s;    0;s;    2;s;    1;s;    8;s;    7;s;    0;s;   12;s;   11;s;    1;s;    0;s;    0;s;    0;s;    0;s;    9;s;    9;s;    0;s
4615;5119;05;A;  46;220928; 3;w;04;   30;s;   33;s;   17;s;   16;s;   13;s;   10;s;    3;s;    0;s;    0;s;    0;s;    2;s;   15;s;   13;s;    0;s;   17;s;   14;s;    3;s;    0;s;    0;s;    2;s;    0;s;   14;s;    9;s;    0;s
4615;5119;05;A;  46;220928; 3;w;05;   69;s;   92;s;   42;s;   33;s;   27;s;   23;s;    4;s;    0;s;    0;s;    2;s;    7;s;   33;s;   29;s;    0;s;   58;s;   54;s;    4;s;    0;s;    0;s;    2;s;    4;s;   27;s;   18;s;    1;s
4615;5119;05;A;  46;220928; 3;w;06;  260;s;  307;s;   73;s;   69;s;  180;s;  173;s;    7;s;    0;s;    4;s;    2;s;   13;s;   58;s;   45;s;    3;s;  228;s;  207;s;   20;s;    1;s;    2;s;    2;s;    4;s;   63;s;   45;s;    8;s
4615;5119;05;A;  46;220928; 3;w;07;  412;s;  558;s;  102;s;   80;s;  298;s;  252;s;   44;s;    2;s;    4;s;    6;s;   26;s;   70;s;   49;s;    8;s;  456;s;  394;s;   58;s;    4;s;   11;s;   11;s;   14;s;   55;s;   42;s;   11;s
4615;5119;05;A;  46;220928; 3;w;08;  579;s;  651;s;  136;s;   96;s;  427;s;  373;s;   52;s;    2;s;    7;s;   11;s;   42;s;   83;s;   61;s;    9;s;  528;s;  470;s;   55;s;    3;s;   10;s;    7;s;   16;s;   73;s;   51;s;   17;s
4615;5119;05;A;  46;220928; 3;w;09;  568;s;  497;s;  125;s;  111;s;  423;s;  372;s;   49;s;    2;s;    9;s;    6;s;   40;s;   79;s;   62;s;   11;s;  361;s;  306;s;   53;s;    2;s;   13;s;   11;s;   27;s;   73;s;   58;s;   12;s
4615;5119;05;A;  46;220928; 3;w;10;  678;s;  520;s;  119;s;  122;s;  530;s;  456;s;   72;s;    2;s;   15;s;   10;s;   34;s;   75;s;   60;s;   14;s;  370;s;  330;s;   40;s;    0;s;   14;s;   13;s;   23;s;   86;s;   68;s;   14;s
4615;5119;05;A;  46;220928; 3;w;11;  670;s;  563;s;  107;s;  129;s;  532;s;  479;s;   48;s;    5;s;   16;s;    6;s;   25;s;   76;s;   57;s;   15;s;  402;s;  354;s;   45;s;    3;s;   15;s;    6;s;   33;s;   90;s;   68;s;   17;s
4615;5119;05;A;  46;220928; 3;w;12;  594;s;  580;s;  117;s;  131;s;  450;s;  395;s;   51;s;    4;s;   14;s;    8;s;   28;s;   81;s;   66;s;   13;s;  418;s;  364;s;   52;s;    2;s;   18;s;   13;s;   35;s;   83;s;   67;s;   13;s
4615;5119;05;A;  46;220928; 3;w;13;  573;s;  584;s;  112;s;  122;s;  440;s;  386;s;   50;s;    4;s;   16;s;    6;s;   28;s;   78;s;   63;s;    5;s;  433;s;  378;s;   51;s;    4;s;   15;s;   13;s;   33;s;   76;s;   63;s;   14;s
4615;5119;05;A;  46;220928; 3;w;14;  590;s;  593;s;   98;s;  118;s;  461;s;  407;s;   50;s;    4;s;   15;s;    2;s;   26;s;   70;s;   53;s;   16;s;  440;s;  380;s;   54;s;    6;s;   14;s;   11;s;   33;s;   74;s;   54;s;   21;s
4615;5119;05;A;  46;220928; 3;w;15;  667;s;  641;s;   96;s;  120;s;  550;s;  489;s;   56;s;    5;s;    9;s;    4;s;   19;s;   73;s;   58;s;   12;s;  490;s;  427;s;   61;s;    2;s;   19;s;    6;s;   27;s;   87;s;   72;s;   12;s
4615;5119;05;A;  46;220928; 3;w;16;  646;s;  674;s;   87;s;   98;s;  535;s;  479;s;   51;s;    5;s;   11;s;    6;s;   14;s;   67;s;   54;s;   13;s;  546;s;  472;s;   70;s;    4;s;   15;s;   13;s;   20;s;   65;s;   47;s;   15;s
4615;5119;05;A;  46;220928; 3;w;17;  719;s;  764;s;   78;s;   68;s;  619;s;  558;s;   53;s;    8;s;   15;s;    6;s;   14;s;   58;s;   43;s;    7;s;  665;s;  590;s;   65;s;   10;s;   11;s;    9;s;   10;s;   49;s;   40;s;   20;s
4615;5119;05;A;  46;220928; 3;w;18;  587;s;  668;s;   51;s;   54;s;  518;s;  463;s;   50;s;    5;s;   13;s;    4;s;    8;s;   39;s;   33;s;    5;s;  594;s;  533;s;   55;s;    6;s;   13;s;    5;s;   11;s;   38;s;   27;s;    7;s
4615;5119;05;A;  46;220928; 3;w;19;  409;s;  560;s;   38;s;   44;s;  361;s;  337;s;   22;s;    2;s;    7;s;    2;s;   10;s;   26;s;   18;s;    3;s;  497;s;  453;s;   38;s;    6;s;    6;s;    4;s;    6;s;   34;s;   24;s;   13;s
4615;5119;05;A;  46;220928; 3;w;20;  288;s;  328;s;   25;s;   22;s;  259;s;  238;s;   20;s;    1;s;    4;s;    2;s;    4;s;   19;s;   15;s;    0;s;  296;s;  275;s;   17;s;    4;s;    6;s;    0;s;    2;s;   20;s;   18;s;    4;s
4615;5119;05;A;  46;220928; 3;w;21;  211;s;  197;s;   21;s;   24;s;  188;s;  177;s;   10;s;    1;s;    2;s;    1;s;    3;s;   17;s;   15;s;    0;s;  166;s;  147;s;   15;s;    4;s;    4;s;    4;s;    5;s;   15;s;   11;s;    3;s
4615;5119;05;A;  46;220928; 3;w;22;  189;s;  155;s;   13;s;   13;s;  176;s;  166;s;    8;s;    2;s;    0;s;    2;s;    3;s;    8;s;    6;s;    0;s;  139;s;  129;s;    8;s;    2;s;    1;s;    2;s;    2;s;    9;s;    6;s;    2;s
4615;5119;05;A;  46;220928; 3;w;23;  152;s;  112;s;   10;s;    8;s;  139;s;  131;s;    8;s;    0;s;    2;s;    2;s;    3;s;    5;s;    4;s;    1;s;  104;s;   97;s;    7;s;    0;s;    0;s;    0;s;    1;s;    7;s;    5;s;    0;s
4615;5119;05;A;  46;220928; 3;w;24;   74;s;   50;s;    8;s;    9;s;   66;s;   62;s;    4;s;    0;s;    0;s;    0;s;    2;s;    6;s;    4;s;    0;s;   41;s;   39;s;    2;s;    0;s;    0;s;    0;s;    3;s;    6;s;    4;s;    0;s
4615;5119;05;A;  46;220929; 4;w;01;   37;s;   27;s;    8;s;    4;s;   29;s;   27;s;    2;s;    0;s;    0;s;    0;s;    4;s;    4;s;    4;s;    0;s;   23;s;   20;s;    3;s;    0;s;    0;s;    0;s;    0;s;    4;s;    3;s;    0;s
4615;5119;05;A;  46;220929; 4;w;02;   23;s;   17;s;    9;s;   10;s;   12;s;   12;s;    0;s;    0;s;    1;s;    0;s;    2;s;    7;s;    6;s;    1;s;    7;s;    5;s;    2;s;    0;s;    0;s;    0;s;    6;s;    4;s;    2;s;    0;s
4615;5119;05;A;  46;220929; 4;w;03;   20;s;   24;s;    9;s;   11;s;   11;s;    9;s;    2;s;    0;s;    0;s;    0;s;    3;s;    6;s;    6;s;    0;s;   13;s;   10;s;    3;s;    0;s;    0;s;    0;s;    1;s;   10;s;    7;s;    0;s
4615;5119;05;A;  46;220929; 4;w;04;   27;s;   27;s;   13;s;   12;s;   11;s;    8;s;    3;s;    0;s;    3;s;    1;s;    4;s;    8;s;    7;s;    0;s;   15;s;   15;s;    0;s;    0;s;    0;s;    1;s;    0;s;   11;s;    7;s;    0;s
4615;5119;05;A;  46;220929; 4;w;05;   78;s;   84;s;   45;s;   48;s;   31;s;   28;s;    3;s;    0;s;    2;s;    3;s;    8;s;   34;s;   29;s;    0;s;   35;s;   31;s;    4;s;    0;s;    0;s;    3;s;    9;s;   36;s;   24;s;    1;s
4615;5119;05;A;  46;220929; 4;w;06;  247;s;  256;s;   66;s;   56;s;  172;s;  162;s;   10;s;    0;s;    5;s;    3;s;   12;s;   51;s;   38;s;    4;s;  194;s;  178;s;   15;s;    1;s;    2;s;    4;s;    5;s;   47;s;   34;s;    4;s
4615;5119;05;A;  46;220929; 4;w;07;  497;s;  602;s;  110;s;   80;s;  364;s;  304;s;   60;s;    0;s;    9;s;    5;s;   29;s;   76;s;   58;s;   14;s;  496;s;  426;s;   67;s;    3;s;   11;s;    6;s;   15;s;   59;s;   49;s;   15;s
4615;5119;05;A;  46;220929; 4;w;08;  787;s;  844;s;  131;s;   91;s;  629;s;  533;s;   94;s;    2;s;   12;s;   12;s;   32;s;   87;s;   61;s;   15;s;  712;s;  646;s;   62;s;    4;s;   17;s;    6;s;   14;s;   71;s;   57;s;   24;s
4615;5119;05;A;  46;220929; 4;w;09;  626;s;  627;s;  118;s;  102;s;  482;s;  412;s;   68;s;    2;s;   11;s;    8;s;   40;s;   70;s;   58;s;   15;s;  487;s;  421;s;   62;s;    4;s;   17;s;    6;s;   24;s;   72;s;   52;s;   21;s
4615;5119;05;A;  46;220929; 4;w;10;  574;s;  538;s;  132;s;  114;s;  421;s;  368;s;   51;s;    2;s;    9;s;    7;s;   32;s;   93;s;   81;s;   12;s;  397;s;  340;s;   49;s;    8;s;   15;s;   15;s;   30;s;   69;s;   52;s;   12;s
4615;5119;05;A;  46;220929; 4;w;11;  562;s;  577;s;  127;s;  135;s;  415;s;  361;s;   54;s;    0;s;   11;s;    9;s;   27;s;   91;s;   68;s;    9;s;  414;s;  362;s;   50;s;    2;s;   18;s;    8;s;   34;s;   93;s;   74;s;   10;s
4615;5119;05;A;  46;220929; 4;w;12;  546;s;  597;s;   97;s;  123;s;  417;s;  354;s;   57;s;    6;s;   15;s;    7;s;   25;s;   65;s;   49;s;   17;s;  439;s;  384;s;   50;s;    5;s;   24;s;   12;s;   34;s;   77;s;   60;s;   11;s
4615;5119;05;A;  46;220929; 4;w;13;  628;s;  575;s;  118;s;  115;s;  486;s;  420;s;   55;s;   11;s;   11;s;    8;s;   31;s;   79;s;   60;s;   13;s;  429;s;  377;s;   50;s;    2;s;   18;s;    8;s;   29;s;   78;s;   63;s;   13;s
4615;5119;05;A;  46;220929; 4;w;14;  676;s;  670;s;  124;s;  115;s;  518;s;  455;s;   53;s;   10;s;   23;s;    7;s;   29;s;   88;s;   71;s;   11;s;  521;s;  465;s;   53;s;    3;s;   21;s;    8;s;   29;s;   78;s;   59;s;   13;s
4615;5119;05;A;  46;220929; 4;w;15;  639;s;  779;s;  111;s;  121;s;  497;s;  435;s;   53;s;    9;s;   19;s;    9;s;   21;s;   81;s;   63;s;   12;s;  633;s;  554;s;   73;s;    6;s;   14;s;    9;s;   27;s;   85;s;   65;s;   11;s
