TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4615;5119;05;A;  46;220101; 6;s;01;   27;-;   52;-;    0;-;    0;-;   27;-;   26;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   51;-;   50;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-
4615;5119;05;A;  46;220101; 6;s;02;   64;-;   86;-;    0;-;    0;-;   63;-;   63;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-;   85;-;   82;-;    3;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-
4615;5119;05;A;  46;220101; 6;s;03;   58;-;   56;-;    0;-;    0;-;   57;-;   54;-;    3;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;   54;-;   53;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    2;-
4615;5119;05;A;  46;220101; 6;s;04;   40;-;   39;-;    0;-;    0;-;   40;-;   38;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   39;-;   37;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220101; 6;s;05;   27;-;   20;-;    0;-;    1;-;   27;-;   26;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   18;-;   16;-;    2;-;    0;-;    1;-;    1;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220101; 6;s;06;   34;-;   24;-;    0;-;    0;-;   33;-;   31;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-;   24;-;   23;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220101; 6;s;07;   35;-;   23;-;    0;-;    1;-;   35;-;   32;-;    3;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   22;-;   20;-;    2;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-
4615;5119;05;A;  46;220101; 6;s;08;   39;-;   23;-;    0;-;    0;-;   39;-;   38;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   23;-;   21;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220101; 6;s;09;   71;-;   39;-;    1;-;    0;-;   69;-;   64;-;    5;-;    0;-;    1;-;    1;-;    0;-;    0;-;    0;-;    0;-;   38;-;   34;-;    4;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220101; 6;s;10;   90;-;   97;-;    2;-;    1;-;   86;-;   76;-;   10;-;    0;-;    2;-;    2;-;    0;-;    0;-;    0;-;    0;-;   94;-;   90;-;    3;-;    1;-;    1;-;    0;-;    1;-;    0;-;    0;-;    1;-
4615;5119;05;A;  46;220101; 6;s;11;  190;-;  265;-;    2;-;    2;-;  185;-;  175;-;   10;-;    0;-;    0;-;    0;-;    0;-;    2;-;    1;-;    3;-;  257;-;  241;-;   15;-;    1;-;    4;-;    0;-;    2;-;    0;-;    0;-;    2;-
4615;5119;05;A;  46;220101; 6;s;12;  276;-;  377;-;    3;-;    3;-;  269;-;  258;-;   10;-;    1;-;    2;-;    0;-;    2;-;    1;-;    1;-;    2;-;  365;-;  337;-;   26;-;    2;-;    3;-;    1;-;    2;-;    0;-;    0;-;    6;-
4615;5119;05;A;  46;220101; 6;s;13;  469;-;  409;-;    6;-;    7;-;  448;-;  429;-;   18;-;    1;-;    7;-;    2;-;    3;-;    1;-;    1;-;    8;-;  394;-;  371;-;   22;-;    1;-;    3;-;    1;-;    4;-;    2;-;    1;-;    5;-
4615;5119;05;A;  46;220101; 6;s;14;  507;-;  496;-;    4;-;    9;-;  489;-;  469;-;   17;-;    3;-;    1;-;    2;-;    2;-;    0;-;    0;-;   13;-;  473;-;  437;-;   35;-;    1;-;    7;-;    2;-;    6;-;    1;-;    1;-;    7;-
4615;5119;05;A;  46;220101; 6;s;15;  475;-;  550;-;    4;-;    4;-;  465;-;  430;-;   30;-;    5;-;    2;-;    1;-;    3;-;    0;-;    0;-;    4;-;  529;-;  499;-;   27;-;    3;-;    9;-;    1;-;    3;-;    0;-;    0;-;    8;-
4615;5119;05;A;  46;220101; 6;s;16;  410;-;  544;-;    4;-;    3;-;  400;-;  380;-;   18;-;    2;-;    2;-;    1;-;    1;-;    2;-;    2;-;    4;-;  530;-;  505;-;   20;-;    5;-;    2;-;    2;-;    1;-;    0;-;    0;-;    9;-
4615;5119;05;A;  46;220101; 6;s;17;  318;-;  565;-;    2;-;    1;-;  308;-;  292;-;   14;-;    2;-;    4;-;    2;-;    0;-;    0;-;    0;-;    4;-;  553;-;  527;-;   22;-;    4;-;    2;-;    0;-;    1;-;    0;-;    0;-;    9;-
4615;5119;05;A;  46;220101; 6;s;18;  306;-;  563;-;    3;-;    4;-;  297;-;  284;-;   13;-;    0;-;    2;-;    1;-;    2;-;    0;-;    0;-;    4;-;  551;-;  521;-;   30;-;    0;-;    2;-;    1;-;    1;-;    2;-;    2;-;    6;-
4615;5119;05;A;  46;220101; 6;s;19;  189;-;  343;-;    1;-;    4;-;  181;-;  173;-;    7;-;    1;-;    3;-;    0;-;    1;-;    0;-;    0;-;    4;-;  335;-;  310;-;   23;-;    2;-;    1;-;    2;-;    1;-;    1;-;    1;-;    3;-
4615;5119;05;A;  46;220101; 6;s;20;  152;-;  247;-;    1;-;    4;-;  150;-;  143;-;    7;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    1;-;  240;-;  224;-;   16;-;    0;-;    1;-;    3;-;    0;-;    1;-;    1;-;    2;-
4615;5119;05;A;  46;220101; 6;s;21;  138;-;  140;-;    1;-;    1;-;  133;-;  128;-;    5;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    4;-;  138;-;  135;-;    3;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-
4615;5119;05;A;  46;220101; 6;s;22;   97;-;  100;-;    0;-;    1;-;   97;-;   93;-;    4;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   98;-;   97;-;    1;-;    0;-;    1;-;    0;-;    0;-;    1;-;    0;-;    0;-
4615;5119;05;A;  46;220101; 6;s;23;   74;-;   79;-;    0;-;    0;-;   71;-;   66;-;    5;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    3;-;   79;-;   74;-;    5;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220101; 6;s;24;   56;-;   34;-;    0;-;    0;-;   56;-;   53;-;    2;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   34;-;   33;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;01;   44;-;   33;-;    0;-;    0;-;   44;-;   40;-;    4;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   33;-;   31;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;02;   22;-;   19;-;    0;-;    0;-;   22;-;   21;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   19;-;   18;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;03;   16;-;   11;-;    0;-;    0;-;   15;-;   15;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-;   11;-;   11;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;04;   15;-;   10;-;    0;-;    0;-;   15;-;   15;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   10;-;    7;-;    3;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;05;   12;-;    9;-;    0;-;    0;-;   12;-;   11;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    9;-;    8;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;06;   29;-;   29;-;    0;-;    0;-;   29;-;   27;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   29;-;   26;-;    3;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;07;   29;-;   23;-;    2;-;    0;-;   27;-;   25;-;    2;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-;    0;-;   23;-;   21;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;08;   60;-;   38;-;    0;-;    0;-;   58;-;   54;-;    4;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    1;-;   38;-;   36;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;09;  129;-;   92;-;    3;-;    1;-;  125;-;  119;-;    5;-;    1;-;    1;-;    2;-;    1;-;    0;-;    0;-;    0;-;   91;-;   82;-;    9;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220102; 7;s;10;  246;-;  324;-;    2;-;    7;-;  240;-;  230;-;   10;-;    0;-;    2;-;    1;-;    0;-;    1;-;    1;-;    2;-;  310;-;  293;-;   17;-;    0;-;    5;-;    3;-;    3;-;    1;-;    1;-;    2;-
4615;5119;05;A;  46;220102; 7;s;11;  371;-; 1150;-;    1;-;   25;-;  360;-;  342;-;   18;-;    0;-;    4;-;    0;-;    1;-;    0;-;    0;-;    6;-; 1090;-; 1012;-;   74;-;    4;-;   15;-;    7;-;   14;-;    4;-;    4;-;   20;-
4615;5119;05;A;  46;220102; 7;s;12;  563;-; 1364;-;    4;-;   31;-;  545;-;  519;-;   25;-;    1;-;    3;-;    2;-;    2;-;    0;-;    0;-;   11;-; 1272;-; 1177;-;   93;-;    2;-;   33;-;   10;-;   13;-;    8;-;    7;-;   28;-
4615;5119;05;A;  46;220102; 7;s;13;  636;-; 1036;-;    3;-;   18;-;  613;-;  581;-;   31;-;    1;-;    7;-;    2;-;    1;-;    0;-;    0;-;   13;-;  985;-;  915;-;   70;-;    0;-;   11;-;    2;-;   14;-;    2;-;    2;-;   22;-
4615;5119;05;A;  46;220102; 7;s;14;  717;-;  809;-;    6;-;   15;-;  695;-;  664;-;   29;-;    2;-;    5;-;    3;-;    2;-;    1;-;    1;-;   11;-;  774;-;  705;-;   67;-;    2;-;    9;-;    7;-;    7;-;    1;-;    1;-;   11;-
4615;5119;05;A;  46;220102; 7;s;15;  717;-;  801;-;    1;-;    6;-;  700;-;  652;-;   48;-;    0;-;    5;-;    1;-;    0;-;    0;-;    0;-;   11;-;  772;-;  727;-;   44;-;    1;-;    8;-;    4;-;    2;-;    0;-;    0;-;   15;-
4615;5119;05;A;  46;220102; 7;s;16;  536;-;  836;-;    5;-;    9;-;  518;-;  493;-;   24;-;    1;-;    6;-;    0;-;    5;-;    0;-;    0;-;    7;-;  802;-;  750;-;   48;-;    4;-;    6;-;    3;-;    4;-;    2;-;    2;-;   19;-
4615;5119;05;A;  46;220102; 7;s;17;  345;-;  748;-;    3;-;    6;-;  330;-;  309;-;   19;-;    2;-;    4;-;    1;-;    2;-;    0;-;    0;-;    8;-;  730;-;  692;-;   37;-;    1;-;    2;-;    1;-;    3;-;    2;-;    2;-;   10;-
4615;5119;05;A;  46;220102; 7;s;18;  323;-;  675;-;    1;-;    3;-;  316;-;  296;-;   19;-;    1;-;    2;-;    0;-;    0;-;    1;-;    0;-;    4;-;  656;-;  618;-;   37;-;    1;-;    5;-;    0;-;    2;-;    1;-;    1;-;   11;-
4615;5119;05;A;  46;220102; 7;s;19;  259;-;  382;-;    4;-;    4;-;  252;-;  238;-;   14;-;    0;-;    1;-;    0;-;    1;-;    3;-;    1;-;    2;-;  376;-;  347;-;   29;-;    0;-;    0;-;    0;-;    4;-;    0;-;    0;-;    2;-
4615;5119;05;A;  46;220102; 7;s;20;  203;-;  269;-;    1;-;    0;-;  200;-;  191;-;    8;-;    1;-;    2;-;    0;-;    0;-;    1;-;    1;-;    0;-;  265;-;  257;-;    8;-;    0;-;    2;-;    0;-;    0;-;    0;-;    0;-;    2;-
4615;5119;05;A;  46;220102; 7;s;21;  158;-;  184;-;    2;-;    3;-;  156;-;  148;-;    8;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-;    0;-;  177;-;  168;-;    9;-;    0;-;    0;-;    1;-;    0;-;    2;-;    1;-;    4;-
4615;5119;05;A;  46;220102; 7;s;22;  136;-;  112;-;    2;-;    2;-;  134;-;  130;-;    4;-;    0;-;    0;-;    0;-;    0;-;    2;-;    1;-;    0;-;  108;-;  101;-;    7;-;    0;-;    1;-;    0;-;    0;-;    2;-;    0;-;    1;-
4615;5119;05;A;  46;220102; 7;s;23;   82;-;   65;-;    2;-;    1;-;   78;-;   73;-;    5;-;    0;-;    1;-;    0;-;    0;-;    2;-;    2;-;    1;-;   60;-;   58;-;    2;-;    0;-;    3;-;    1;-;    0;-;    0;-;    0;-;    1;-
4615;5119;05;A;  46;220102; 7;s;24;   53;-;   43;-;    4;-;    1;-;   43;-;   39;-;    4;-;    0;-;    2;-;    0;-;    0;-;    4;-;    3;-;    4;-;   41;-;   38;-;    3;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-
4615;5119;05;A;  46;220103; 1;u;01;   34;-;   30;-;    1;-;    6;-;   33;-;   31;-;    2;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;   22;-;   18;-;    4;-;    0;-;    0;-;    0;-;    1;-;    5;-;    4;-;    2;-
4615;5119;05;A;  46;220103; 1;u;02;   29;-;   11;-;   10;-;    4;-;   19;-;   17;-;    2;-;    0;-;    0;-;    0;-;    1;-;    9;-;    6;-;    0;-;    7;-;    6;-;    1;-;    0;-;    0;-;    0;-;    1;-;    3;-;    2;-;    0;-
4615;5119;05;A;  46;220103; 1;u;03;   25;-;   20;-;   12;-;    4;-;   13;-;   13;-;    0;-;    0;-;    0;-;    0;-;    2;-;   10;-;   10;-;    0;-;   15;-;   14;-;    1;-;    0;-;    0;-;    0;-;    0;-;    4;-;    4;-;    1;-
4615;5119;05;A;  46;220103; 1;u;04;   27;-;   28;-;   12;-;   11;-;   15;-;   11;-;    4;-;    0;-;    0;-;    0;-;    2;-;   10;-;    7;-;    0;-;   17;-;   13;-;    4;-;    0;-;    0;-;    0;-;    2;-;    9;-;    8;-;    0;-
4615;5119;05;A;  46;220103; 1;u;05;   64;-;   73;-;   21;-;   20;-;   40;-;   38;-;    2;-;    0;-;    2;-;    1;-;    8;-;   12;-;    7;-;    1;-;   51;-;   45;-;    6;-;    0;-;    1;-;    2;-;    1;-;   17;-;   14;-;    1;-
4615;5119;05;A;  46;220103; 1;u;06;  222;-;  302;-;   28;-;   29;-;  190;-;  178;-;   10;-;    2;-;    1;-;    1;-;    7;-;   20;-;   14;-;    3;-;  265;-;  245;-;   19;-;    1;-;    3;-;    1;-;    4;-;   24;-;   18;-;    5;-
4615;5119;05;A;  46;220103; 1;u;07;  320;-;  474;-;   41;-;   46;-;  270;-;  241;-;   27;-;    2;-;    4;-;    3;-;    5;-;   33;-;   22;-;    5;-;  416;-;  396;-;   20;-;    0;-;    2;-;    4;-;   12;-;   30;-;   23;-;   10;-
4615;5119;05;A;  46;220103; 1;u;08;  505;-;  529;-;   83;-;   44;-;  407;-;  361;-;   45;-;    1;-;    5;-;    1;-;   23;-;   59;-;   46;-;   10;-;  477;-;  445;-;   32;-;    0;-;    1;-;    1;-;   11;-;   32;-;   21;-;    7;-
4615;5119;05;A;  46;220103; 1;u;09;  455;-;  399;-;   86;-;   64;-;  357;-;  290;-;   66;-;    1;-;    4;-;    7;-;   31;-;   48;-;   36;-;    8;-;  321;-;  277;-;   43;-;    1;-;    9;-;    5;-;   12;-;   47;-;   28;-;    5;-
4615;5119;05;A;  46;220103; 1;u;10;  430;-;  462;-;   77;-;   84;-;  339;-;  291;-;   47;-;    1;-;    6;-;    3;-;   24;-;   50;-;   36;-;    8;-;  367;-;  322;-;   45;-;    0;-;    5;-;    3;-;   20;-;   61;-;   39;-;    6;-
4615;5119;05;A;  46;220103; 1;u;11;  465;-;  791;-;   75;-;   78;-;  377;-;  335;-;   41;-;    1;-;    5;-;    7;-;   17;-;   51;-;   33;-;    8;-;  687;-;  617;-;   67;-;    3;-;    9;-;    6;-;   24;-;   48;-;   38;-;   17;-
4615;5119;05;A;  46;220103; 1;u;12;  597;-;  796;-;   56;-;   83;-;  521;-;  469;-;   51;-;    1;-;    7;-;    4;-;   10;-;   42;-;   35;-;   13;-;  681;-;  622;-;   57;-;    2;-;   14;-;    6;-;   24;-;   53;-;   35;-;   18;-
4615;5119;05;A;  46;220103; 1;u;13;  719;-;  680;-;   74;-;   87;-;  626;-;  563;-;   62;-;    1;-;    7;-;    4;-;   13;-;   57;-;   46;-;   12;-;  566;-;  507;-;   56;-;    3;-;   17;-;    6;-;   22;-;   59;-;   46;-;   10;-
4615;5119;05;A;  46;220103; 1;u;14;  733;-;  638;-;   59;-;   70;-;  650;-;  584;-;   64;-;    2;-;   10;-;    4;-;   16;-;   39;-;   32;-;   14;-;  535;-;  486;-;   47;-;    2;-;   14;-;    7;-;   14;-;   49;-;   30;-;   19;-
4615;5119;05;A;  46;220103; 1;u;15;  886;-;  627;-;   44;-;   53;-;  812;-;  743;-;   69;-;    0;-;    7;-;    0;-;   15;-;   29;-;   24;-;   23;-;  556;-;  509;-;   46;-;    1;-;   10;-;    6;-;   10;-;   37;-;   26;-;    8;-
4615;5119;05;A;  46;220103; 1;u;16;  959;-;  703;-;   67;-;   66;-;  868;-;  795;-;   72;-;    1;-;    8;-;    4;-;   10;-;   53;-;   35;-;   16;-;  609;-;  554;-;   54;-;    1;-;   12;-;   11;-;   17;-;   38;-;   32;-;   16;-
4615;5119;05;A;  46;220103; 1;u;17;  725;-;  657;-;   45;-;   28;-;  656;-;  621;-;   35;-;    0;-;    6;-;    5;-;    7;-;   33;-;   25;-;   18;-;  615;-;  560;-;   55;-;    0;-;    6;-;    2;-;    2;-;   24;-;   18;-;    8;-
4615;5119;05;A;  46;220103; 1;u;18;  600;-;  500;-;   18;-;   27;-;  573;-;  532;-;   41;-;    0;-;    5;-;    1;-;    1;-;   16;-;   15;-;    4;-;  455;-;  423;-;   29;-;    3;-;    4;-;    2;-;    3;-;   22;-;   18;-;   14;-
4615;5119;05;A;  46;220103; 1;u;19;  362;-;  320;-;   27;-;   19;-;  324;-;  303;-;   20;-;    1;-;    6;-;    2;-;    8;-;   17;-;   15;-;    5;-;  293;-;  266;-;   26;-;    1;-;    6;-;    1;-;    1;-;   17;-;   12;-;    2;-
4615;5119;05;A;  46;220103; 1;u;20;  224;-;  166;-;   16;-;    8;-;  207;-;  202;-;    5;-;    0;-;    0;-;    1;-;    5;-;   10;-;    8;-;    1;-;  154;-;  147;-;    7;-;    0;-;    1;-;    1;-;    0;-;    7;-;    5;-;    3;-
4615;5119;05;A;  46;220103; 1;u;21;  167;-;  134;-;   13;-;   16;-;  151;-;  143;-;    8;-;    0;-;    2;-;    1;-;    2;-;   10;-;    8;-;    1;-;  118;-;  112;-;    6;-;    0;-;    0;-;    3;-;    4;-;    9;-;    4;-;    0;-
4615;5119;05;A;  46;220103; 1;u;22;  115;-;   94;-;    4;-;   10;-;  109;-;  107;-;    2;-;    0;-;    1;-;    0;-;    1;-;    3;-;    2;-;    1;-;   81;-;   76;-;    5;-;    0;-;    1;-;    0;-;    0;-;   10;-;    6;-;    2;-
4615;5119;05;A;  46;220103; 1;u;23;   90;-;   73;-;    6;-;    6;-;   83;-;   80;-;    3;-;    0;-;    0;-;    0;-;    0;-;    6;-;    5;-;    1;-;   67;-;   63;-;    4;-;    0;-;    0;-;    1;-;    0;-;    5;-;    3;-;    0;-
4615;5119;05;A;  46;220103; 1;u;24;   55;-;   27;-;    5;-;    3;-;   49;-;   45;-;    4;-;    0;-;    1;-;    1;-;    2;-;    2;-;    1;-;    0;-;   23;-;   22;-;    1;-;    0;-;    1;-;    0;-;    0;-;    3;-;    2;-;    0;-
4615;5119;05;A;  46;220104; 2;u;01;   45;-;   24;-;    6;-;    5;-;   39;-;   36;-;    2;-;    1;-;    0;-;    0;-;    1;-;    5;-;    4;-;    0;-;   18;-;   16;-;    2;-;    0;-;    0;-;    0;-;    0;-;    5;-;    4;-;    1;-
4615;5119;05;A;  46;220104; 2;u;02;   21;-;   18;-;    3;-;    7;-;   17;-;   16;-;    1;-;    0;-;    0;-;    0;-;    1;-;    2;-;    2;-;    1;-;   11;-;   10;-;    1;-;    0;-;    0;-;    0;-;    1;-;    6;-;    5;-;    0;-
4615;5119;05;A;  46;220104; 2;u;03;   17;-;   28;-;    7;-;    6;-;    8;-;    7;-;    1;-;    0;-;    0;-;    0;-;    0;-;    7;-;    6;-;    2;-;   22;-;   19;-;    3;-;    0;-;    0;-;    0;-;    1;-;    5;-;    5;-;    0;-
4615;5119;05;A;  46;220104; 2;u;04;   26;-;   20;-;    9;-;   15;-;   16;-;   11;-;    5;-;    0;-;    1;-;    0;-;    4;-;    5;-;    5;-;    0;-;    5;-;    2;-;    3;-;    0;-;    0;-;    2;-;    4;-;    9;-;    7;-;    0;-
4615;5119;05;A;  46;220104; 2;u;05;   60;-;   73;-;   26;-;   22;-;   34;-;   31;-;    3;-;    0;-;    0;-;    0;-;   14;-;   12;-;    8;-;    0;-;   50;-;   42;-;    8;-;    0;-;    1;-;    1;-;    4;-;   17;-;   13;-;    0;-
4615;5119;05;A;  46;220104; 2;u;06;  244;-;  290;-;   41;-;   50;-;  196;-;  187;-;    9;-;    0;-;    4;-;    2;-;   13;-;   26;-;   22;-;    3;-;  233;-;  220;-;   13;-;    0;-;    1;-;    2;-;    3;-;   45;-;   35;-;    6;-
4615;5119;05;A;  46;220104; 2;u;07;  357;-;  459;-;   75;-;   54;-;  273;-;  248;-;   24;-;    1;-;    0;-;    2;-;   18;-;   55;-;   40;-;    9;-;  393;-;  361;-;   32;-;    0;-;    2;-;    1;-;   11;-;   42;-;   30;-;   10;-
4615;5119;05;A;  46;220104; 2;u;08;  548;-;  593;-;  102;-;   63;-;  424;-;  367;-;   57;-;    0;-;    7;-;    6;-;   32;-;   64;-;   47;-;   15;-;  501;-;  459;-;   42;-;    0;-;    9;-;    6;-;   12;-;   45;-;   39;-;   20;-
4615;5119;05;A;  46;220104; 2;u;09;  465;-;  431;-;   88;-;   76;-;  358;-;  296;-;   62;-;    0;-;    9;-;    3;-;   31;-;   54;-;   42;-;   10;-;  340;-;  301;-;   39;-;    0;-;    9;-;    6;-;   21;-;   49;-;   37;-;    6;-
4615;5119;05;A;  46;220104; 2;u;10;  464;-;  448;-;   91;-;   92;-;  347;-;  314;-;   32;-;    1;-;   12;-;   10;-;   22;-;   59;-;   42;-;   14;-;  338;-;  292;-;   46;-;    0;-;    7;-;    9;-;   18;-;   65;-;   55;-;   11;-
4615;5119;05;A;  46;220104; 2;u;11;  505;-;  575;-;  107;-;   92;-;  375;-;  321;-;   54;-;    0;-;    7;-;    4;-;   26;-;   77;-;   57;-;   16;-;  463;-;  417;-;   44;-;    2;-;   12;-;    9;-;   23;-;   60;-;   45;-;    8;-
4615;5119;05;A;  46;220104; 2;u;12;  561;-;  594;-;   85;-;   70;-;  458;-;  405;-;   52;-;    1;-;    6;-;    3;-;   18;-;   64;-;   51;-;   12;-;  497;-;  453;-;   42;-;    2;-;   15;-;    4;-;   20;-;   46;-;   36;-;   12;-
4615;5119;05;A;  46;220104; 2;u;13;  581;-;  633;-;   77;-;  103;-;  484;-;  432;-;   50;-;    2;-;    9;-;    5;-;   13;-;   59;-;   49;-;   11;-;  503;-;  440;-;   63;-;    0;-;   11;-;    9;-;   21;-;   73;-;   62;-;   16;-
4615;5119;05;A;  46;220104; 2;u;14;  713;-;  602;-;   84;-;   76;-;  604;-;  553;-;   48;-;    3;-;    4;-;    3;-;   11;-;   70;-;   53;-;   21;-;  504;-;  463;-;   39;-;    2;-;    8;-;    5;-;   14;-;   57;-;   46;-;   14;-
4615;5119;05;A;  46;220104; 2;u;15;  649;-;  678;-;   73;-;   86;-;  558;-;  513;-;   44;-;    1;-;    7;-;    3;-;   16;-;   54;-;   44;-;   11;-;  565;-;  505;-;   60;-;    0;-;   15;-;    5;-;   11;-;   70;-;   52;-;   12;-
4615;5119;05;A;  46;220104; 2;u;16;  768;-;  676;-;   70;-;   85;-;  679;-;  623;-;   52;-;    4;-;    8;-;    5;-;   13;-;   52;-;   39;-;   11;-;  564;-;  504;-;   60;-;    0;-;   10;-;   13;-;   17;-;   55;-;   40;-;   17;-
4615;5119;05;A;  46;220104; 2;u;17;  788;-;  694;-;   52;-;   52;-;  702;-;  653;-;   47;-;    2;-;   11;-;    5;-;   14;-;   33;-;   23;-;   23;-;  626;-;  563;-;   61;-;    2;-;    4;-;    3;-;    4;-;   45;-;   33;-;   12;-
4615;5119;05;A;  46;220104; 2;u;18;  594;-;  537;-;   29;-;   29;-;  547;-;  508;-;   37;-;    2;-;    4;-;    0;-;    5;-;   24;-;   20;-;   14;-;  497;-;  467;-;   29;-;    1;-;    6;-;    2;-;    2;-;   25;-;   17;-;    5;-
4615;5119;05;A;  46;220104; 2;u;19;  375;-;  344;-;   21;-;   19;-;  347;-;  321;-;   26;-;    0;-;    3;-;    0;-;    6;-;   15;-;   12;-;    4;-;  315;-;  292;-;   23;-;    0;-;    3;-;    0;-;    1;-;   18;-;   15;-;    7;-
4615;5119;05;A;  46;220104; 2;u;20;  266;-;  207;-;   17;-;   17;-;  242;-;  229;-;   13;-;    0;-;    3;-;    0;-;    5;-;   12;-;   11;-;    4;-;  185;-;  166;-;   19;-;    0;-;    2;-;    1;-;    1;-;   15;-;    9;-;    3;-
4615;5119;05;A;  46;220104; 2;u;21;  221;-;  133;-;    9;-;   12;-;  205;-;  197;-;    8;-;    0;-;    1;-;    1;-;    0;-;    8;-;    8;-;    6;-;  120;-;  114;-;    4;-;    2;-;    1;-;    3;-;    1;-;    8;-;    6;-;    0;-
4615;5119;05;A;  46;220104; 2;u;22;  137;-;  108;-;   10;-;   13;-;  123;-;  112;-;   11;-;    0;-;    1;-;    2;-;    2;-;    6;-;    4;-;    3;-;   95;-;   88;-;    7;-;    0;-;    0;-;    0;-;    1;-;   12;-;    9;-;    0;-
